company,metric_id,status,source_class,has_numeric_value,has_evidence,needs_text_extraction,needs_review,reason
Enphase Energy,B06,OK,DERIVED,1,1,0,0,Consolidated entity-level debt/equity; Tier 2 same-family current/noncurrent debt pair selected. Captive-finance dimensions are reviewed after accession instance parsing.
Enphase Energy,B07,OK,DERIVED,1,1,0,0,Operating income divided by interest expense.
Enphase Energy,B08,OK,DERIVED,1,1,0,0,Financial-institution profiles handle current ratio as structural N/A.
Enphase Energy,B09,OK,STD_XBRL,1,1,0,0,Cash and cash equivalents only; short-term investments not merged.
Enphase Energy,B13,TEXT_QUAL,TEXT,0,1,0,0,Only qualitative capacity evidence is used unless a ratio appears.
Enphase Energy,C01,8K_ITEM_OK,8K_ITEM,1,1,0,0,CEO/CFO or director/officer event.
Enphase Energy,C02,TEXT_QUAL,DEF14A,0,1,0,0,Textual board evidence captured; structured counts need review.
Enphase Energy,C03,DEF14A_OK,DEF14A,1,1,0,0,Selected ecd:PeoTotalCompAmt; duplicate contexts retained in evidence.
Enphase Energy,C04,DIM_XBRL_OK,DIM_XBRL,1,1,0,0,auditor unchanged; current_accession=0001463101-26-000013; prior_accession=0001463101-25-000024; manual confirmation required when changed.
Enphase Energy,D01,TEXT_QUAL,TEXT,0,1,0,0,Risk factor heading or theme evidence.
Enphase Energy,D02,TEXT_QUAL,TEXT,0,1,0,0,Legal proceedings or litigation text evidence.
Enphase Energy,D03,TEXT_QUAL,TEXT,0,1,0,0,Keyword scan across risk/legal text.
Enphase Energy,D04,TEXT_QUAL,TEXT,0,1,0,0,No going-concern doubt phrase found in 10-K text.
Enphase Energy,E01,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no M&A item rule matched.
Enphase Energy,E02,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: No Item 1.03 in FY-window 8-K; zero is normal.
Enphase Energy,E03,8K_ITEM_OK,8K_ITEM,1,1,0,0,Leadership event.
Enphase Energy,E04,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 4.02 found.
Enphase Energy,E05,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 1.01 found.
